"ORF","Kcode","ORF_alias","contig","Bin"
"ORF8094","KO00640","ORF8094","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8094","KO00680","ORF8094","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8094","KO00720","ORF8094","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8104","K00670","ORF8104","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8104","KO00040","ORF8104","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8104","KO00710","ORF8104","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8104","KO00970","ORF8104","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8104","KO00030","ORF8104","NODE_55_length_50700_cov_1337.25","Bin2"
"ORF8111","K00860","ORF8111","NODE_562_length_2286_cov_7.36668","Bin8"
"ORF8135","K00010","ORF8135","NODE_569_length_2240_cov_1.82293","Bin8"
"ORF8135","KO00562","ORF8135","NODE_569_length_2240_cov_1.82293","Bin8"
"ORF8135","KO00710","ORF8135","NODE_569_length_2240_cov_1.82293","Bin8"
"ORF8135","KO00051","ORF8135","NODE_569_length_2240_cov_1.82293","Bin8"
"ORF8154","K00473","ORF8154","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8163","K00730","ORF8163","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8163","KO00900","ORF8163","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8170","K00290","ORF8170","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8170","KO00770","ORF8170","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8171","K00770","ORF8171","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8171","KO00660","ORF8171","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8171","KO00290","ORF8171","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8171","KO00650","ORF8171","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8174","K04658","ORF8174","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8174","KO04660","ORF8174","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8174","KO05235","ORF8174","NODE_56_length_50117_cov_1504.06","Bin1"
"ORF8178","K00220","ORF8178","NODE_571_length_2224_cov_1.81509","Bin8"
"ORF8178","KO00250","ORF8178","NODE_571_length_2224_cov_1.81509","Bin8"
"ORF8183","K00230","ORF8183","NODE_572_length_2221_cov_2.19683","Bin8"
"ORF8183","KO00240","ORF8183","NODE_572_length_2221_cov_2.19683","Bin8"
"ORF8183","KO00983","ORF8183","NODE_572_length_2221_cov_2.19683","Bin8"
"ORF8185","K00720","ORF8185","NODE_573_length_2217_cov_1.86682","Bin8"
"ORF8185","KO00660","ORF8185","NODE_573_length_2217_cov_1.86682","Bin8"
"ORF8185","KO00020","ORF8185","NODE_573_length_2217_cov_1.86682","Bin8"
"ORF8185","KO00640","ORF8185","NODE_573_length_2217_cov_1.86682","Bin8"
"ORF8194","K00625","ORF8194","NODE_575_length_2214_cov_1.36453","Bin8"
"ORF8194","KO00910","ORF8194","NODE_575_length_2214_cov_1.36453","Bin8"
"ORF8220","K00220","ORF8220","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8221","K00220","ORF8221","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8224","K00330","ORF8224","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8225","K00240","ORF8225","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8225","KO00250","ORF8225","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8226","K00240","ORF8226","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8226","KO00250","ORF8226","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8227","K00220","ORF8227","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8237","K00270","ORF8237","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8237","KO00920","ORF8237","NODE_57_length_49487_cov_1417.81","Bin1"
"ORF8241","K00030","ORF8241","NODE_580_length_2185_cov_79.7685","Bin5"
"ORF8252","K00970","ORF8252","NODE_585_length_2158_cov_1.63239","Bin8"
"ORF8261","K00860","ORF8261","NODE_589_length_2143_cov_1.70184","Bin8"
"ORF8262","K00051","ORF8262","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","K00280","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00620","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00640","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00010","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00020","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00260","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00310","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8274","KO00380","ORF8274","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8275","K00260","ORF8275","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8275","KO00670","ORF8275","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8276","K00190","ORF8276","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8276","KO00195","ORF8276","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8281","K00230","ORF8281","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8287","K00540","ORF8287","NODE_58_length_48897_cov_278.036","Bin7"
"ORF8290","K00400","ORF8290","NODE_591_length_2129_cov_2.05263","Bin8"
"ORF8290","KO00405","ORF8290","NODE_591_length_2129_cov_2.05263","Bin8"
"ORF8305","K00680","ORF8305","NODE_596_length_2109_cov_1.49409","Bin8"
"ORF8306","K00240","ORF8306","NODE_596_length_2109_cov_1.49409","Bin8"
"ORF8306","KO00670","ORF8306","NODE_596_length_2109_cov_1.49409","Bin8"
"ORF8308","K00670","ORF8308","NODE_597_length_2098_cov_1.89114","Bin8"
"ORF8308","KO00460","ORF8308","NODE_597_length_2098_cov_1.89114","Bin8"
"ORF8308","KO00630","ORF8308","NODE_597_length_2098_cov_1.89114","Bin8"
"ORF8308","KO00680","ORF8308","NODE_597_length_2098_cov_1.89114","Bin8"
"ORF8308","KO00260","ORF8308","NODE_597_length_2098_cov_1.89114","Bin8"
"ORF8338","K00230","ORF8338","NODE_59_length_48876_cov_1399.67","Bin1"
"ORF8338","KO00983","ORF8338","NODE_59_length_48876_cov_1399.67","Bin1"
"ORF8341","K00195","ORF8341","NODE_59_length_48876_cov_1399.67","Bin1"
"ORF8350","K00290","ORF8350","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8350","KO00620","ORF8350","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8359","K00790","ORF8359","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8366","K00260","ORF8366","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8366","KO00270","ORF8366","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8366","KO00300","ORF8366","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8368","K00300","ORF8368","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8368","KO00270","ORF8368","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8368","KO00260","ORF8368","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8368","KO00261","ORF8368","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8402","K00970","ORF8402","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8403","K00230","ORF8403","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8404","K00970","ORF8404","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8415","K00970","ORF8415","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8434","K00230","ORF8434","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8435","K00770","ORF8435","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8437","K00970","ORF8437","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8441","K00620","ORF8441","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8441","KO00710","ORF8441","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8441","KO00720","ORF8441","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8447","K00480","ORF8447","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8497","K00260","ORF8497","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8497","KO00400","ORF8497","NODE_5_length_220863_cov_1448.41","Bin1"
"ORF8517","K00970","ORF8517","NODE_600_length_2090_cov_2.1535","Bin8"
"ORF8530","K00220","ORF8530","NODE_605_length_2068_cov_1.65595","Bin8"
"ORF8530","KO00250","ORF8530","NODE_605_length_2068_cov_1.65595","Bin8"
"ORF8555","K00670","ORF8555","NODE_60_length_48871_cov_1498.6","Bin1"
"ORF8555","KO00720","ORF8555","NODE_60_length_48871_cov_1498.6","Bin1"
"ORF8560","K00900","ORF8560","NODE_60_length_48871_cov_1498.6","Bin1"
"ORF8571","K00550","ORF8571","NODE_60_length_48871_cov_1498.6","Bin1"
"ORF8573","K00970","ORF8573","NODE_60_length_48871_cov_1498.6","Bin1"
"ORF8584","K00550","ORF8584","NODE_610_length_2061_cov_38.4002","Bin8"
"ORF8587","K00910","ORF8587","NODE_613_length_2049_cov_2.00963","Bin8"
"ORF8594","K00240","ORF8594","NODE_616_length_2029_cov_1.72131","Bin8"
"ORF8604","K00290","ORF8604","NODE_61_length_48696_cov_270.807","Bin7"
"ORF8605","K00290","ORF8605","NODE_61_length_48696_cov_270.807","Bin7"
"ORF8614","K00400","ORF8614","NODE_61_length_48696_cov_270.807","Bin7"
"ORF8619","K00400","ORF8619","NODE_61_length_48696_cov_270.807","Bin7"
"ORF8630","K00340","ORF8630","NODE_61_length_48696_cov_270.807","Bin7"
"ORF8641","K00640","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8641","KO00010","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8641","KO00620","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8641","KO00630","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8641","KO00680","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8641","KO00720","ORF8641","NODE_621_length_2013_cov_1.4406","Bin8"
"ORF8651","K00740","ORF8651","NODE_625_length_1987_cov_2.14712","Bin8"
"ORF8656","K00760","ORF8656","NODE_628_length_1951_cov_1699.67","Bin1"
"ORF8665","K00190","ORF8665","NODE_62_length_47947_cov_63.4017","Bin6"
"ORF8665","KO00195","ORF8665","NODE_62_length_47947_cov_63.4017","Bin6"
"ORF8688","K00910","ORF8688","NODE_633_length_1925_cov_1.81981","Bin8"
"ORF8695","K00250","ORF8695","NODE_636_length_1914_cov_1.31845","Bin8"
"ORF8698","K00061","ORF8698","NODE_637_length_1913_cov_95.0452","Bin6"
"ORF8698","KO00780","ORF8698","NODE_637_length_1913_cov_95.0452","Bin6"
"ORF8700","K00300","ORF8700","NODE_638_length_1912_cov_2.00872","Bin8"
"ORF8707","K00270","ORF8707","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8708","K00220","ORF8708","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8709","K00520","ORF8709","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8710","K00250","ORF8710","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8710","KO00520","ORF8710","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8711","K00450","ORF8711","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8711","KO00970","ORF8711","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8716","K00010","ORF8716","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8716","KO00680","ORF8716","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8717","K00760","ORF8717","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8720","K00260","ORF8720","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8720","KO00670","ORF8720","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8721","K00670","ORF8721","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8721","KO00720","ORF8721","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8724","K00480","ORF8724","NODE_63_length_47135_cov_1197.02","Bin2"
"ORF8734","K00680","ORF8734","NODE_645_length_1890_cov_1.90789","Bin8"
"ORF8774","K00750","ORF8774","NODE_64_length_45950_cov_1498.69","Bin1"
"ORF8783","K00230","ORF8783","NODE_652_length_1868_cov_1.66164","Bin8"
"ORF8783","KO00983","ORF8783","NODE_652_length_1868_cov_1.66164","Bin8"
"ORF8785","K00230","ORF8785","NODE_652_length_1868_cov_1.66164","Bin8"
"ORF8785","KO00983","ORF8785","NODE_652_length_1868_cov_1.66164","Bin8"
"ORF8793","K00240","ORF8793","NODE_656_length_1856_cov_2.12816","Bin8"
"ORF8793","KO00250","ORF8793","NODE_656_length_1856_cov_2.12816","Bin8"
"ORF8852","K00970","ORF8852","NODE_663_length_1807_cov_1.3422","Bin8"
"ORF8866","K00250","ORF8866","NODE_66_length_42933_cov_81.7688","Bin5"
"ORF8866","KO00330","ORF8866","NODE_66_length_42933_cov_81.7688","Bin5"
"ORF8876","K00770","ORF8876","NODE_66_length_42933_cov_81.7688","Bin5"
"ORF8877","K00770","ORF8877","NODE_66_length_42933_cov_81.7688","Bin5"
"ORF8880","K00500","ORF8880","NODE_66_length_42933_cov_81.7688","Bin5"
"ORF8905","K00190","ORF8905","NODE_678_length_1730_cov_1.81791","Bin8"
"ORF8940","K00400","ORF8940","NODE_684_length_1721_cov_1.81752","Bin8"
"ORF8945","K00052","ORF8945","NODE_688_length_1702_cov_1.74338","Bin8"
"ORF8945","KO00520","ORF8945","NODE_688_length_1702_cov_1.74338","Bin8"
"ORF8949","K00260","ORF8949","NODE_689_length_1700_cov_28.4005","Bin8"
"ORF8949","KO00670","ORF8949","NODE_689_length_1700_cov_28.4005","Bin8"
"ORF8985","K00340","ORF8985","NODE_694_length_1691_cov_2.03036","Bin8"
"ORF8987","K00260","ORF8987","NODE_695_length_1689_cov_1.60794","Bin8"
"ORF8987","KO00400","ORF8987","NODE_695_length_1689_cov_1.60794","Bin8"
"ORF8992","K00230","ORF8992","NODE_698_length_1676_cov_19.9356","Bin8"
"ORF9008","K00910","ORF9008","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9014","K00500","ORF9014","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9017","K00500","ORF9017","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9023","K00780","ORF9023","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9023","KO00400","ORF9023","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9023","KO00405","ORF9023","NODE_69_length_40353_cov_1397.97","Bin1"
"ORF9033","K00520","ORF9033","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9039","K00620","ORF9039","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9039","KO00680","ORF9039","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9039","KO00720","ORF9039","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9076","K00730","ORF9076","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9079","K00650","ORF9079","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9079","KO00620","ORF9079","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9079","KO00010","ORF9079","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9079","KO00020","ORF9079","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9081","K00650","ORF9081","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9081","KO00620","ORF9081","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9081","KO00010","ORF9081","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9081","KO00020","ORF9081","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9082","K00270","ORF9082","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9082","KO00920","ORF9082","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9082","KO00998","ORF9082","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9083","K00970","ORF9083","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9086","K00970","ORF9086","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9088","K00790","ORF9088","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9094","K00230","ORF9094","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9094","KO00983","ORF9094","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9102","K00970","ORF9102","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9103","K00970","ORF9103","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9107","K00270","ORF9107","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9114","K00970","ORF9114","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9115","K00970","ORF9115","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9119","K00970","ORF9119","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9125","K00983","ORF9125","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9125","KO00480","ORF9125","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9125","KO00230","ORF9125","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9125","KO00240","ORF9125","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9134","K00300","ORF9134","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9138","K00300","ORF9138","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9144","K00860","ORF9144","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9150","K00230","ORF9150","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9150","KO00240","ORF9150","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9150","KO00760","ORF9150","NODE_6_length_217728_cov_7.34607","Bin8"
"ORF9188","K00340","ORF9188","NODE_702_length_1663_cov_2.14313","Bin8"
"ORF9193","K00030","ORF9193","NODE_704_length_1661_cov_1.52652","Bin8"
"ORF9193","KO00680","ORF9193","NODE_704_length_1661_cov_1.52652","Bin8"
"ORF9193","KO00240","ORF9193","NODE_704_length_1661_cov_1.52652","Bin8"
"ORF9204","K00730","ORF9204","NODE_709_length_1646_cov_1.7355","Bin8"
"ORF9206","K00650","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9206","KO00430","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9206","KO00620","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9206","KO00640","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9206","KO00680","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9206","KO00720","ORF9206","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9210","K00270","ORF9210","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9210","KO00920","ORF9210","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9210","KO00998","ORF9210","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9219","K00473","ORF9219","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9219","KO00550","ORF9219","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9224","K00030","ORF9224","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9225","K00260","ORF9225","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9225","KO00270","ORF9225","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9225","KO00300","ORF9225","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9232","K00620","ORF9232","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9233","K00473","ORF9233","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9233","KO00550","ORF9233","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9238","K00770","ORF9238","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9238","KO00280","ORF9238","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9238","KO00290","ORF9238","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9238","KO00966","ORF9238","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9238","KO00270","ORF9238","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","K00650","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","KO00430","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","KO00620","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","KO00640","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","KO00680","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9239","KO00720","ORF9239","NODE_70_length_39448_cov_297.48","Bin7"
"ORF9240","K00970","ORF9240","NODE_710_length_1645_cov_1.54145","Bin8"
"ORF9244","K00260","ORF9244","NODE_712_length_1639_cov_113.519","Bin6"
"ORF9244","KO00400","ORF9244","NODE_712_length_1639_cov_113.519","Bin6"
"ORF9264","K00500","ORF9264","NODE_71_length_39318_cov_1415.9","Bin1"
"ORF9274","K00230","ORF9274","NODE_71_length_39318_cov_1415.9","Bin1"
"ORF9276","K00250","ORF9276","NODE_71_length_39318_cov_1415.9","Bin1"
"ORF9288","K00230","ORF9288","NODE_723_length_1610_cov_1.37639","Bin8"
"ORF9288","KO00250","ORF9288","NODE_723_length_1610_cov_1.37639","Bin8"
"ORF9300","K00520","ORF9300","NODE_728_length_1603_cov_2.18742","Bin8"
"ORF9345","K00670","ORF9345","NODE_735_length_1579_cov_33.1997","Bin8"
"ORF9345","KO00720","ORF9345","NODE_735_length_1579_cov_33.1997","Bin8"
"ORF9346","K00340","ORF9346","NODE_735_length_1579_cov_33.1997","Bin8"
"ORF9365","K00340","ORF9365","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","K00400","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","KO00340","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","KO00350","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","KO00360","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","KO00401","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9368","KO00960","ORF9368","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9369","K00340","ORF9369","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9370","K00230","ORF9370","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9371","K00471","ORF9371","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9371","KO00340","ORF9371","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9371","KO00220","ORF9371","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9371","KO00250","ORF9371","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9372","K00340","ORF9372","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9373","K00340","ORF9373","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9375","K00340","ORF9375","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9389","K00010","ORF9389","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9389","KO00020","ORF9389","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9389","KO00620","ORF9389","NODE_73_length_38112_cov_1479.35","Bin1"
"ORF9396","K00750","ORF9396","NODE_740_length_1571_cov_1.80187","Bin8"
"ORF9406","K00680","ORF9406","NODE_745_length_1563_cov_1.57672","Bin8"
"ORF9410","K00860","ORF9410","NODE_747_length_1560_cov_6.54282","Bin8"
"ORF9412","K00520","ORF9412","NODE_748_length_1558_cov_1.63336","Bin8"
"ORF9416","K00730","ORF9416","NODE_74_length_38001_cov_1522","Bin1"
"ORF9416","KO00900","ORF9416","NODE_74_length_38001_cov_1522","Bin1"
"ORF9422","K00400","ORF9422","NODE_74_length_38001_cov_1522","Bin1"
"ORF9426","K00240","ORF9426","NODE_74_length_38001_cov_1522","Bin1"
"ORF9448","K00970","ORF9448","NODE_752_length_1543_cov_2.16917","Bin8"
"ORF9449","K00250","ORF9449","NODE_752_length_1543_cov_2.16917","Bin8"
"ORF9449","KO00430","ORF9449","NODE_752_length_1543_cov_2.16917","Bin8"
"ORF9455","K00970","ORF9455","NODE_756_length_1527_cov_1.86345","Bin8"
"ORF9465","K00600","ORF9465","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9466","K00052","ORF9466","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9466","KO00520","ORF9466","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9477","K00270","ORF9477","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9477","KO00450","ORF9477","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9481","K00250","ORF9481","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9481","KO00460","ORF9481","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9488","K00650","ORF9488","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9488","KO00620","ORF9488","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9488","KO00010","ORF9488","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9488","KO00020","ORF9488","NODE_75_length_37251_cov_1348.9","Unbinned"
"ORF9495","K00760","ORF9495","NODE_763_length_1506_cov_1.88803","Bin8"
"ORF9499","K00561","ORF9499","NODE_765_length_1504_cov_14.8031","Bin6"
"ORF9499","KO00564","ORF9499","NODE_765_length_1504_cov_14.8031","Bin6"
"ORF9512","K00970","ORF9512","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9519","K00460","ORF9519","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9519","KO00500","ORF9519","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9519","KO00940","ORF9519","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9522","K00970","ORF9522","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9523","K00970","ORF9523","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9524","K00910","ORF9524","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9524","KO00630","ORF9524","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9524","KO00220","ORF9524","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9524","KO00250","ORF9524","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9526","K00520","ORF9526","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9526","KO00500","ORF9526","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9526","KO00010","ORF9526","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9526","KO00030","ORF9526","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9537","K00910","ORF9537","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9537","KO00630","ORF9537","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9537","KO00220","ORF9537","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9537","KO00250","ORF9537","NODE_76_length_36775_cov_1404.15","Bin1"
"ORF9544","K00860","ORF9544","NODE_773_length_1483_cov_1.95661","Bin8"
"ORF9566","K00330","ORF9566","NODE_77_length_36522_cov_279.681","Bin7"
"ORF9567","K00620","ORF9567","NODE_77_length_36522_cov_279.681","Bin7"
"ORF9567","KO00627","ORF9567","NODE_77_length_36522_cov_279.681","Bin7"
"ORF9568","K00564","ORF9568","NODE_77_length_36522_cov_279.681","Bin7"
"ORF9570","K00480","ORF9570","NODE_77_length_36522_cov_279.681","Bin7"
"ORF9581","K00680","ORF9581","NODE_780_length_1452_cov_1.91636","Bin8"
"ORF9581","KO00740","ORF9581","NODE_780_length_1452_cov_1.91636","Bin8"
