target_id	t2A__length	t2A__eff_length	t2A__est_counts	t2A__tpm	t2B__length	t2B__eff_length	t2B__est_counts	t2B__tpm	t2C__length	t2C__eff_length	t2C__est_counts	t2C__tpm	t4A__length	t4A__eff_length	t4A__est_counts	t4A__tpm	t4B__length	t4B__eff_length	t4B__est_counts	t4B__tpm	t4C__length	t4C__eff_length	t4C__est_counts	t4C__tpm	t6A__length	t6A__eff_length	t6A__est_counts	t6A__tpm	t6B__length	t6B__eff_length	t6B__est_counts	t6B__tpm	t6C__length	t6C__eff_length	t6C__est_counts	t6C__tpm
NODE_4_length_233309_cov_7.77363_219665_220127_+	459	248.34	16	6.96034	459	259.102	17	15.9976	459	264.833	15	23.6326	459	266.063	39	28.871	459	259.667	118	79.6979	459	253.458	70	51.3838	459	248.407	44	67.9946	459	258.289	54	76.3857	459	262.042	55	99.6961
NODE_4_length_233309_cov_7.77363_21_480_+	453	242.814	0	0	453	315.114	1	0.773765	453	259.211	0	0	453	260.427	0	0	453	329.37	1	0.532474	453	327.968	1	0.567286	453	315.783	2	2.43124	453	319.153	3	3.43437	453	256.356	0	0
NODE_4_length_233309_cov_7.77363_220165_225558_+	5391	2439.49	24	1.06284	5391	2320.7	44	4.62285	5391	2292.13	34	6.18916	5391	2555.81	103	7.93762	5391	2497.44	245	17.205	5391	2562.7	271	19.6746	5391	2611.87	191	28.0717	5391	2691.42	188	25.5212	5391	2704.04	164	28.8082
NODE_4_length_233309_cov_7.77363_22273_23589_+	1314	764.352	512	72.3657	1314	736.125	677	224.241	1314	716.656	537	312.648	1314	820.323	450	108.046	1314	801.233	766	167.669	1314	807.838	627	144.403	1314	792.97	869	420.677	1314	831.264	570	250.53	1314	820.177	357	206.751
NODE_4_length_233309_cov_7.77363_225591_226610_+	1017	363.871	17	5.04728	1017	350.326	33	22.9678	1017	344.617	10	12.1075	1017	394.106	51	25.4883	1017	384.251	101	46.0987	1017	393.318	75	35.4774	1017	391.574	60	58.8198	1017	414.365	52	45.8506	1017	409.224	65	75.4463
NODE_4_length_233309_cov_7.77363_226621_227199_+	576	361.17	8	2.39296	576	371.436	16	10.503	576	378.1	16	17.6565	576	379.495	37	19.2034	576	371.273	64	30.2321	576	365.555	49	24.9389	576	360.215	13	13.8538	576	371.99	38	37.323	576	376.33	26	32.8164
NODE_4_length_233309_cov_7.77363_227282_229446_+	2160	1355.9	735	58.5621	2160	1350.05	1467	264.947	2160	1325.34	874	275.154	2160	1446.63	945	128.664	2160	1445.08	2616	317.489	2160	1455.01	2090	267.249	2160	1423.16	1848	498.465	2160	1480.11	720	177.731	2160	1479.6	571	183.306
NODE_4_length_233309_cov_7.77363_229627_230085_+	456	245.64	14	6.15722	456	256.365	31	29.4836	456	262.026	16	25.4781	456	263.215	29	21.7005	456	256.898	31	21.1633	456	250.599	40	29.6972	456	245.685	21	32.8115	456	255.419	15	21.4567	456	259.191	13	23.8237
NODE_4_length_233309_cov_7.77363_230105_231265_+	1155	542.988	71	14.1262	1155	528.927	79	36.4174	1155	527.351	66	52.2199	1155	586.483	53	17.7993	1155	570.873	141	43.3174	1155	577.227	117	37.7115	1155	585.851	33	21.6228	1155	601.568	38	23.0793	1155	603.474	33	25.9742
NODE_4_length_233309_cov_7.77363_231266_231931_+	663	447.531	145	35.0027	663	457.434	196	104.473	663	464.466	141	126.665	663	211.261	173	161.291	663	207.45	324	273.914	663	216.108	307	264.302	663	445.781	28	24.1114	663	225.467	46	74.5417	663	226.046	32	67.2418
NODE_4_length_233309_cov_7.77363_231973_232884_-	909	346.845	29	9.03273	909	335.832	25	18.1508	909	332.826	21	26.3265	909	376.921	77	40.2368	909	368.265	127	60.4819	909	371.741	112	56.0547	909	376.385	57	58.1337	909	387.227	80	75.4829	909	393.158	69	83.3619
NODE_4_length_233309_cov_7.77363_23734_24972_+	1233	478.505	101	22.8029	1233	458.828	148	78.6481	1233	456.644	108	98.682	1233	520.614	79	29.8878	1233	502.294	194	67.737	1233	508.721	159	58.1502	1233	517.112	168	124.713	1233	544.843	137	91.87	1233	545.876	122	106.158
NODE_4_length_233309_cov_7.77363_2444_2658_-	207	55.3857	0	0	207	57.6709	1	4.22786	207	59.11	5	35.294	207	59.3944	6	19.897	207	58.6007	10	29.9281	207	55.3013	4	13.4573	207	52.4015	0	0	207	54.8477	0	0	207	55.3552	3	25.7424
NODE_4_length_233309_cov_7.77363_25078_25198_+	117	9.50031	9	102.344	117	9.24868	6	158.179	117	9.50663	10	438.9	117	9.44064	22	458.991	117	9.49526	20	369.407	117	9.53038	35	683.269	117	9.16268	9	377.056	117	9.47183	27	1041.49	117	9.29687	15	766.374
NODE_4_length_233309_cov_7.77363_25360_27579_+	2214	1106.8	19	1.85455	2214	1072.38	41	9.32209	2214	1063.42	29	11.3785	2214	1190.1	75	12.4125	2214	1165.62	150	22.5691	2214	1185.36	144	22.602	2214	1193.31	112	36.0288	2214	1255.29	67	19.5009	2214	1248.43	71	27.0135
NODE_4_length_233309_cov_7.77363_27672_29290_+	1611	601.591	11	1.97537	1611	566.96	3	1.29017	1611	571.035	1	0.730683	1611	640.812	9	2.76627	1611	619.398	12	3.39777	1611	640.015	10	2.90699	1611	656.504	6	3.50833	1611	673.255	27	14.6524	1611	675.351	14	9.84655
NODE_4_length_233309_cov_7.77363_2789_4358_+	1563	1286.77	62	5.20533	1563	1293.37	90	16.9667	1563	1256.39	43	14.2802	1563	1366.82	155	22.3359	1563	1357.01	209	27.0113	1563	1373.3	166	22.4893	1563	1334.36	143	41.1387	1563	1366.76	137	36.623	1563	1374.38	105	36.2885
NODE_4_length_233309_cov_7.77363_29376_29885_+	507	293.962	66	24.2554	507	304.349	47	37.6533	507	310.578	44	59.1118	507	207.067	127	120.802	507	203.719	267	229.859	507	298.707	280	174.4	507	293.432	224	293.04	507	210.799	202	350.112	507	211.479	260	583.971
NODE_4_length_233309_cov_7.77363_29904_31740_+	1833	1002.53	85	9.15963	1833	992.228	140	34.4028	1833	975.171	105	44.9263	1833	1073.62	177	32.4716	1833	1052.98	526	87.6089	1833	1068.59	531	92.4525	1833	1055.31	287	104.397	1833	1100.7	283	93.9384	1833	1099.03	288	124.471
NODE_4_length_233309_cov_7.77363_31779_32219_+	438	229.199	42	19.7967	438	239.691	69	70.1899	438	245.145	52	88.506	438	246.362	105	83.9455	438	240.174	186	135.822	438	234.013	200	159.01	438	229.115	133	222.835	438	238.461	101	154.749	438	242.11	85	166.76
NODE_4_length_233309_cov_7.77363_32261_32825_-	558	343.54	8	2.51576	558	353.862	10	6.89039	558	360.404	7	8.10403	558	361.841	17	9.25367	558	353.763	26	12.8897	558	348.063	42	22.4505	558	342.682	14	15.6828	558	354.244	8	8.25111	558	203.746	8	18.6503
NODE_4_length_233309_cov_7.77363_32963_33666_+	699	238.288	20	9.06744	699	232.341	5	5.24711	699	225.682	6	11.0929	699	261.123	9	6.78861	699	249.849	22	15.4428	699	257.05	26	18.8187	699	251.385	26	39.7027	699	267.776	37	50.484	699	267.532	27	47.9374
NODE_4_length_233309_cov_7.77363_33948_35409_+	1458	1022.43	9	0.950962	1458	1001.53	22	5.35595	1458	971.368	10	4.29544	1458	1071.52	12	2.20578	1458	1063.36	22	3.62849	1458	1079.8	15	2.58452	1458	1024.05	44	16.4936	1458	1059.77	23	7.92939	1458	1062.1	9	4.02496
NODE_4_length_233309_cov_7.77363_35427_36236_+	807	371.068	4	1.16456	807	352.44	6	4.1509	807	346.089	2	2.41121	807	383.841	2	1.02627	807	377.929	11	5.10463	807	382.548	4	1.9454	807	368.464	16	16.6691	807	392.177	5	4.65814	807	395.348	4	4.80581
NODE_4_length_233309_cov_7.77363_36272_36754_+	480	268.059	5	2.0151	480	278.586	10	8.75222	480	284.766	11	16.1175	480	200.59	7	6.87339	480	279.127	8	5.02656	480	272.966	17	11.5871	480	267.911	20	28.6567	480	278.469	9	11.8084	480	199.284	2	4.76699
NODE_4_length_233309_cov_7.77363_36899_37600_+	699	239.801	19	8.55969	699	232.765	17	17.8077	699	236.974	18	31.693	699	273.788	42	30.2147	699	262.754	40	26.6988	699	262.849	47	33.2679	699	276.043	44	61.1875	699	292.936	59	73.5875	699	292.125	39	63.4136
NODE_4_length_233309_cov_7.77363_37722_38774_+	1050	580.623	186	34.6079	1050	582.595	140	58.592	1050	565.973	77	56.7658	1050	608.231	47	15.2199	1050	599.292	96	28.0941	1050	613.502	111	33.6621	1050	609.054	189	119.122	1050	618.953	148	87.3631	1050	619.632	99	75.8906
NODE_4_length_233309_cov_7.77363_38804_39433_+	627	411.574	16	4.19979	627	421.712	9	5.20359	627	428.688	6	5.83986	627	430.014	3	1.37411	627	421.639	4	1.6638	627	415.85	9	4.02662	627	410.228	8	7.48602	627	422.548	12	10.376	627	426.947	4	4.45012
NODE_4_length_233309_cov_7.77363_39566_40114_+	546	331.913	7	2.2784	546	342.13	7	4.98866	546	348.661	13	15.5572	546	218.337	7	6.31472	546	210.65	25	20.8142	546	213.259	21	18.3209	546	331.029	59	68.4182	546	234.311	85	132.541	546	237.593	50	99.959
NODE_4_length_233309_cov_7.77363_40261_41025_+	762	321.777	95	31.8952	762	310.342	63	49.4967	762	300.087	71	98.7196	762	339.819	416	241.117	762	337.379	737	383.117	762	341.706	701	381.68	762	331.478	611	707.575	762	346.546	644	678.969	762	342.096	533	740.056
NODE_4_length_233309_cov_7.77363_41191_42015_+	822	393.621	35	9.60608	822	389.195	40	25.0594	822	391.672	38	40.4811	822	438.206	33	14.8326	822	419.372	86	35.9651	822	430.898	83	35.8375	822	422.689	150	136.225	822	445.911	109	89.3105	822	451.827	114	119.845
NODE_4_length_233309_cov_7.77363_42157_43962_+	1803	767.969	57	8.0184	1803	740.715	74	24.3589	1803	755.407	44	24.3032	1803	819.778	41	9.85077	1803	803.603	126	27.4986	1803	815.815	126	28.7351	1803	834.885	78	35.8636	1803	863.046	53	22.4371	1803	868.146	73	39.9407
NODE_4_length_233309_cov_7.77363_44160_45290_+	1128	632.134	49	8.37419	1128	629.53	58	22.4641	1128	599.183	47	32.7288	1128	688.501	19	5.4354	1128	681.765	27	6.94563	1128	685.806	47	12.7506	1128	659.385	20	11.6433	1128	701.872	20	10.4111	1128	689.088	37	25.5043
NODE_4_length_233309_cov_7.77363_4454_5392_+	933	562.198	4	0.768647	933	566.926	9	3.87074	933	554.58	3	2.25709	933	620.327	3	0.952539	933	608.956	7	2.01602	933	616.971	8	2.41246	933	610.243	1	0.629047	933	728.177	0	0	933	642.695	1	0.739062
NODE_4_length_233309_cov_7.77363_45332_45463_+	129	14.7625	0	0	129	14.6696	0	0	129	15.0294	0	0	129	15.165	0	0	129	15.1551	0	0	129	15.2091	0	0	129	14.3478	0	0	129	14.818	0	0	129	15.0263	0	0
NODE_4_length_233309_cov_7.77363_45559_47619_-	2058	932.883	15.0192	1.7393	2058	899.944	12.0005	3.25132	2058	881.653	5.60001	2.65023	2058	1007.18	9.13559	1.78654	2058	984.47	20.8987	3.72305	2058	997.906	23.8105	4.43929	2058	990.64	24.3887	9.45059	2058	1047.81	34.6859	12.0947	2058	1044.31	23.2307	10.5662
NODE_4_length_233309_cov_7.77363_47795_49867_-	2070	941.3	5.98083	0.686419	2070	900.371	3.99953	1.08309	2070	881.682	1.39999	0.662527	2070	1018.32	10.8644	2.10138	2070	994.642	11.1013	1.95745	2070	1009.02	10.1895	1.87882	2070	997.468	14.6113	5.6231	2070	1053.07	17.3141	6.00711	2070	1048.17	12.7693	5.78655
NODE_4_length_233309_cov_7.77363_50105_51700_-	1587	814.421	5	0.66325	1587	794.59	7	2.14799	1587	776.923	6	3.22229	1587	856.281	7	1.61014	1587	846.955	13	2.69194	1587	856.205	13	2.82488	1587	842.714	19	8.65484	1587	879.509	17	7.06208	1587	873.031	14	7.61701
NODE_4_length_233309_cov_7.77363_51724_53106_-	1380	754.466	1	0.143191	1380	737.201	2	0.661487	1380	724.664	2	1.15156	1380	822.059	1	0.239596	1380	800.384	5	1.09561	1380	812.927	11	2.51753	1380	801.397	5	2.39501	1380	834.016	4	1.75231	1380	834.502	9	5.12273
NODE_4_length_233309_cov_7.77363_53693_54529_+	831	324.912	2	0.664999	831	312.106	4	3.12489	831	302.352	2	2.76	831	337.457	2	1.16733	831	333.192	6	3.15819	831	339.874	6	3.28449	831	350.017	34	37.2886	831	360.689	36	36.4665	831	360.714	36	47.4051
NODE_4_length_233309_cov_7.77363_54601_55617_-	1014	446.18	3	0.726385	1014	439.879	9	4.98869	1014	433.532	11	10.5868	1014	496.489	12	4.76052	1014	483.289	11	3.9918	1014	484.924	14	5.37141	1014	464.638	17	14.045	1014	501.574	12	8.74119	1014	500.119	10	9.49757
NODE_4_length_233309_cov_7.77363_5529_7218_+	1680	970.397	12	1.33594	1680	922.92	23	6.07632	1680	912.745	17	7.77126	1680	1034.6	9	1.71337	1680	1013.19	34	5.88535	1680	1015.71	30	5.49525	1680	1009.48	28	10.6474	1680	1052	29	10.0718	1680	1059.74	22	9.86077
NODE_4_length_233309_cov_7.77363_55643_57010_-	1365	790.248	15	2.05061	1365	763.219	23	7.34777	1365	746.327	28	15.6538	1365	843.205	21	4.90534	1365	819.783	30	6.41807	1365	830.312	26	5.82594	1365	836.308	12	5.50809	1365	877.005	32	13.3313	1365	867.662	25	13.686
NODE_4_length_233309_cov_7.77363_57197_57271_+	72	73	0	0	72	73	0	0	72	40	0	0	72	71	0	0	72	29	0	0	72	44	0	0	72	73	0	0	72	17	0	0	72	66	0	0
NODE_4_length_233309_cov_7.77363_57305_58468_+	1161	644.241	45	7.54606	1161	650.624	67	25.1086	1161	647.315	80	51.5663	1161	690.711	47	13.4025	1161	686.749	116	29.6239	1161	682.745	114	31.0656	1161	661.193	55	31.9316	1161	682.158	60	32.1359	1161	696.29	52	35.4731
NODE_4_length_233309_cov_7.77363_58522_59637_-	1113	594.708	85	15.4409	1113	581.517	44	18.4488	1113	573.39	31	22.5582	1113	628.909	32	10.0218	1113	612.572	61	17.4644	1113	618.9	55	16.5339	1113	628	61	37.2869	1113	649.948	82	46.0956	1113	654.412	63	45.7273
NODE_4_length_233309_cov_7.77363_59711_59906_+	192	47.0056	0	0	192	48.6531	0	0	192	49.7647	0	0	192	49.9744	0	0	192	49.6919	0	0	192	47.0303	0	0	192	44.2616	0	0	192	46.4968	0	0	192	46.7248	0	0
NODE_4_length_233309_cov_7.77363_60019_61104_+	1080	864.255	0	0	1080	495.518	2	0.984118	1080	881.231	0	0	1080	546.504	2	0.720807	1080	532.019	1	0.329652	1080	536.631	3	1.04011	1080	523.027	4	2.93577	1080	549.058	10	6.65436	1080	552.624	3	2.57856
NODE_4_length_233309_cov_7.77363_61281_61856_+	573	358.259	5	1.50775	573	368.56	2	1.32312	573	375.128	1	1.11228	573	376.533	10	5.23094	573	368.329	21	9.99921	573	362.619	10	5.13079	573	357.34	6	6.44548	573	369.014	14	13.8615	573	373.38	15	19.0821
NODE_4_length_233309_cov_7.77363_61919_62905_-	984	582.678	10	1.85408	984	573.261	16	6.80525	984	558.22	9	6.72712	984	634.132	88	27.3329	984	623.923	164	46.0994	984	623.697	124	36.9898	984	598.387	455	291.887	984	616.566	255	151.107	984	617.129	143	110.064
NODE_4_length_233309_cov_7.77363_62946_64364_-	1416	752.191	3	0.430873	1416	738.057	6	1.98216	1416	717.874	4	2.3249	1416	774.614	31	7.88241	1416	759.885	55	12.694	1416	769.958	60	14.4983	1416	760.097	196	98.9858	1416	780.71	159	74.4101	1416	775.609	83	50.8301
NODE_4_length_233309_cov_7.77363_64670_64741_+	69	70	0	0	69	70	0	0	69	37	0	0	69	68	0	0	69	26	0	0	69	41	0	0	69	70	0	0	69	14	0	0	69	63	0	0
NODE_4_length_233309_cov_7.77363_64801_67439_+	2631	1497.51	2	0.144283	2631	1465.43	3	0.499152	2631	1449.78	2	0.575597	2631	1586.13	33	4.09785	2631	1568.56	39	4.3606	2631	1588.63	31	3.63057	2631	1577.7	39	9.4891	2631	1637.96	67	14.945	2631	1641.26	27	7.81396
NODE_4_length_233309_cov_7.77363_661_738_+	75	76	0	0	75	76	0	0	75	43	0	0	75	74	0	0	75	32	0	0	75	47	0	0	75	76	0	0	75	20	0	0	75	69	0	0
NODE_4_length_233309_cov_7.77363_67613_67768_+	153	26.367	0	0	153	26.9731	0	0	153	27.5421	0	0	153	27.636	0	0	153	27.6562	0	0	153	26.7235	0	0	153	24.9065	0	0	153	26.1846	0	0	153	26.5486	0	0
NODE_4_length_233309_cov_7.77363_67850_68142_+	288	106.619	0	0	288	113.565	0	0	288	115.848	1	3.60166	288	116.861	0	0	288	114.088	0	0	288	108.597	0	0	288	105.195	1	3.64916	288	109.783	0	0	288	111.426	0	0
NODE_4_length_233309_cov_7.77363_68180_68347_+	165	32.4718	0	0	165	33.151	0	0	165	33.9062	0	0	165	34.0965	0	0	165	34.0609	0	0	165	32.6534	0	0	165	30.4403	0	0	165	31.9479	0	0	165	32.5588	0	0
NODE_4_length_233309_cov_7.77363_68361_69745_+	1374	580.734	1	0.186028	1374	1168.06	0	0	1374	557.155	1	0.748886	1374	643.71	1	0.305979	1374	620.275	2	0.565494	1374	625.122	2	0.59525	1374	620.515	1	0.618634	1374	645.04	5	2.83209	1374	1173.57	0	0
NODE_4_length_233309_cov_7.77363_69772_70098_+	324	133.008	0	0	324	141.268	0	0	324	144.514	0	0	324	145.478	2	2.70778	324	142.004	2	2.47008	324	136	3	4.10409	324	132.235	0	0	324	137.738	2	5.30518	324	140.202	3	10.1637
NODE_4_length_233309_cov_7.77363_70193_70807_+	612	396.676	23	6.26395	612	219.972	19	21.0602	612	219.319	17	32.3418	612	235.281	10	8.37136	612	224.648	21	16.3946	612	227.942	10	8.16224	612	228.284	5	8.40775	612	247.285	7	10.3425	612	249.877	4	7.60361
NODE_4_length_233309_cov_7.77363_70832_71614_-	780	286.877	16	6.02533	780	295.299	15	12.3853	780	287.95	13	18.8373	780	316.262	14	8.71893	780	308.822	19	10.7901	780	318.986	21	12.2485	780	315.356	11	13.3899	780	336.311	17	18.4685	780	334.713	15	21.2866
NODE_4_length_233309_cov_7.77363_71864_73240_+	1374	709.26	290	44.1722	1374	692.793	184	64.7577	1374	675.667	110	67.9285	1374	753.291	851	222.51	1374	737.521	1190	282.98	1374	742.275	755	189.242	1374	749.286	1557	797.677	1374	773.673	1719	811.788	1374	773.574	968	594.374
NODE_4_length_233309_cov_7.77363_7222_7491_-	267	92.5303	1	1.16754	267	98.1708	1	2.48367	267	100.258	0	0	267	101.017	2	3.89957	267	99.0109	5	8.85665	267	93.5099	1	1.98965	267	90.5491	3	12.7181	267	94.2666	4	15.5034	267	95.68	0	0
NODE_4_length_233309_cov_7.77363_73352_73918_+	564	245.751	328	144.19	564	260.36	263	246.297	564	240.439	145	251.626	564	268.849	496	363.376	564	256.763	822	561.464	564	261.645	690	490.65	564	243.754	224	352.762	564	262.69	244	339.368	564	256.674	210	388.618
NODE_4_length_233309_cov_7.77363_73939_74982_-	1041	417.283	16	4.14234	1041	421.04	19	11.0029	1041	447.361	10	9.32683	1041	491.423	33	13.2264	1041	457.182	67	25.7021	1041	446.145	53	22.1021	1041	451.321	63	53.5847	1041	490.171	119	88.7001	1041	505.157	95	89.3271
NODE_4_length_233309_cov_7.77363_75000_75395_-	384	181.23	0	0	384	191.509	0	0	384	195.767	0	0	384	196.869	0	0	384	191.768	0	0	384	185.824	0	0	384	181.491	0	0	384	189.35	0	0	384	192.485	0	0
NODE_4_length_233309_cov_7.77363_75400_76953_-	1551	802.737	2	0.269161	1551	1345.06	0	0	1551	788.669	1	0.52905	1551	880.76	1	0.223627	1551	852.569	2	0.411418	1551	863.918	1	0.215358	1551	1333.41	0	0	1551	929.091	14	5.50547	1551	932.123	8	4.07664
NODE_4_length_233309_cov_7.77363_7546_10637_-	3081	2687.77	175	7.03399	3081	2678.77	282	25.6679	3081	2633.83	201	31.842	3081	2775.26	160	11.3553	3081	2784.63	304	19.1464	3081	2813.53	337	22.285	3081	2749.96	189	26.3829	3081	2793.56	165	21.58	3081	2815.18	134	22.6091
NODE_4_length_233309_cov_7.77363_77090_77362_+	270	94.4086	0	0	270	100.245	0	0	270	102.405	0	0	270	103.241	1	1.90779	270	101.151	3	5.20154	270	95.5845	0	0	270	92.6031	0	0	270	96.4748	4	15.1485	270	97.8305	2	9.7105
NODE_4_length_233309_cov_7.77363_77396_77553_+	153	26.367	0	0	153	26.9731	0	0	153	27.5421	0	0	153	27.636	0	0	153	27.6562	0	0	153	26.7235	0	0	153	24.9065	0	0	153	26.1846	0	0	153	26.5486	0	0
NODE_4_length_233309_cov_7.77363_77615_78103_+	486	273.745	14	5.52508	486	284.187	10	8.5797	486	290.469	11	15.801	486	291.896	63	42.5104	486	284.727	94	57.9005	486	278.645	109	72.7795	486	273.533	53	74.3792	486	284.233	75	96.4076	486	288.032	80	131.928
NODE_4_length_233309_cov_7.77363_78144_79110_+	963	571.496	24	4.53685	963	563.429	16	6.92401	963	545.6	15	11.4712	963	593.572	45	14.9321	963	592.505	150	44.3999	963	600.541	147	45.5417	963	581.825	102	67.2967	963	593.76	80	49.227	963	595.604	95	75.7621
NODE_4_length_233309_cov_7.77363_79222_79719_+	495	282.382	8	3.06062	495	292.78	11	9.16071	495	299.039	8	11.1623	495	200.12	24	23.6212	495	293.259	24	14.353	495	287.225	33	21.376	495	282.021	23	31.3064	495	292.913	45	56.1304	495	202.461	52	121.997
NODE_4_length_233309_cov_7.77363_79755_80645_-	888	278.086	36	13.9856	888	261.346	42	39.1841	888	261.36	16	25.543	888	294.316	39	26.0995	888	280.574	80	50.0063	888	289.45	93	59.7783	888	296.858	66	85.3456	888	304.146	77	92.4983	888	312.951	73	110.798
NODE_4_length_233309_cov_7.77363_80856_81302_+	444	212.916	7	3.55178	444	215.449	10	11.317	444	215.103	2	3.87949	444	236.459	17	14.1604	444	230.1	39	29.7255	444	231.783	27	21.6728	444	227.769	33	55.6167	444	231.303	25	39.4897	444	230.646	14	28.8315
NODE_4_length_233309_cov_7.77363_81375_83367_+	1986	1093.6	88	8.69322	1986	1080.41	126	28.4355	1986	1031.43	41	16.5857	1986	1129.87	60	10.4593	1986	1115.72	118	18.5486	1986	1152.77	109	17.5921	1986	1128.98	105	35.7018	1986	1156.73	75	23.6893	1986	1155.5	60	24.6643
NODE_4_length_233309_cov_7.77363_83419_84449_+	1026	514.189	16	3.36166	1026	497.185	39	19.126	1026	498.248	22	18.4234	1026	581.051	4	1.3559	1026	564.284	20	6.21605	1026	567.984	22	7.20643	1026	571.95	23	15.4367	1026	598.181	18	10.9942	1026	609.366	9	7.01537
NODE_4_length_233309_cov_7.77363_84568_85715_+	1143	575.608	98	18.3931	1143	563.624	282	121.994	1143	560.918	247	183.734	1143	629.736	14	4.37877	1143	614.48	21	5.99368	1143	621.885	20	5.98348	1143	609.843	3	1.88838	1143	638.39	2	1.14464	1143	640.128	1	0.742026
NODE_4_length_233309_cov_7.77363_85793_89365_+	3567	2251.27	22	1.05573	3567	2176.83	58	6.49652	3567	2121.7	53	10.4228	3567	2434.34	9	0.728189	3567	2381.41	3	0.220937	3567	2403.6	8	0.619243	3567	2343.35	17	2.78482	3567	2462.87	9	1.33513	3567	2436.25	11	2.14465
NODE_4_length_233309_cov_7.77363_89380_90207_+	825	472.596	5	1.14297	825	461.118	13	6.87398	825	469.423	6	5.33309	825	529.546	1	0.371945	825	495.672	2	0.707649	825	499.091	3	1.11834	825	494.576	4	3.10465	825	516.806	1	0.706963	825	517.782	6	5.50415
NODE_4_length_233309_cov_7.77363_90235_92169_+	1932	1050.83	14	1.4393	1932	1036.47	40	9.40977	1932	1021.23	19	7.76284	1932	1148.15	3	0.514644	1932	1126.05	9	1.40174	1932	1122.49	3	0.497246	1932	1124.18	7	2.39027	1932	1177.67	10	3.10243	1932	1183.99	7	2.80825
NODE_4_length_233309_cov_7.77363_92188_94128_+	1935	1056.05	4	0.409195	1935	1031.52	32	7.56399	1935	1050.16	19	7.54903	1935	1157.76	2	0.340246	1935	1130.41	4	0.620592	1935	1137.26	4	0.654384	1935	1141.77	10	3.36209	1935	1199.37	5	1.52315	1935	1201.98	3	1.18553
NODE_4_length_233309_cov_7.77363_94162_94950_+	786	385.616	5	1.40078	786	369.757	14	9.23185	786	363.181	9	10.3398	786	406.374	1	0.484682	786	398.466	4	1.76056	786	574.364	0	0	786	384.427	8	7.98843	786	581.224	0	0	786	418.523	1	1.13492
NODE_4_length_233309_cov_7.77363_94978_96363_+	1383	847.608	34	4.33351	1383	841.979	104	30.1168	1383	826.957	66	33.3006	1383	904.081	12	2.61431	1383	901.031	16	3.11432	1383	908.792	14	2.86614	1383	894.339	30	12.8767	1383	950.485	12	4.61275	1383	946.531	9	4.51641
NODE_4_length_233309_cov_7.77363_96399_97132_-	726	250.437	12	5.17654	726	520.208	0	0	726	242.75	1	1.71883	726	277.435	1	0.70994	726	265.316	1	0.661027	726	268.669	1	0.692495	726	508.52	0	0	726	294.992	2	2.4771	726	297.166	1	1.59841
NODE_4_length_233309_cov_7.77363_97190_98797_+	1602	992.163	44	4.791	1602	970.935	32	8.03594	1602	963.167	41	17.7613	1602	1126.43	241	42.1402	1602	1083.06	552	89.3862	1602	1066.32	503	87.7637	1602	1041.74	889	327.589	1602	1121.96	663	215.905	1602	1129.74	575	241.754
NODE_4_length_233309_cov_7.77363_973_1335_+	360	161.203	0	0	360	170.96	0	0	360	174.724	0	0	360	175.739	0	0	360	171.347	1	1.02354	360	165.109	4	4.50738	360	161.315	4	9.51857	360	168.198	1	2.17222	360	170.919	1	2.77905
NODE_4_length_233309_cov_7.77363_98800_99432_+	630	301.513	7	2.50812	630	302.826	4	3.22066	630	283.525	9	13.2447	630	312.341	18	11.3508	630	311.717	61	34.3204	630	322.413	40	23.0825	630	308.028	112	139.577	630	312.668	93	108.673	630	311.501	64	97.5903
NODE_4_length_233309_cov_7.77363_99648_101206_+	1554	1032.49	46	4.81313	1554	1019.23	64	15.3103	1554	1002.14	81	33.7248	1554	1108.61	175	31.0915	1554	1090.14	532	85.588	1554	1078.62	596	102.804	1554	1043.52	1239	455.779	1554	1075.5	623	211.642	1554	1095.59	531	230.214
NODE_500_length_2692_cov_2.00803_1418_2284_-	864	1222.83	6	0.530081	864	1266.48	4	0.770087	864	1245.54	5	1.67495	864	1310.85	7	1.05178	864	1325	2	0.264726	864	1278.65	6	0.873042	864	1160.27	3	0.992538	864	1235.7	7	2.06971	864	1230.69	2	0.771914
NODE_500_length_2692_cov_2.00803_1_841_-	840	860.899	6	0.752931	840	841.32	13	3.76755	840	851.804	10	4.89838	840	884.729	6	1.33574	840	864.317	5	1.01456	840	864.474	8	1.72176	840	819.136	4	1.87452	840	856.82	4	1.70567	840	874.285	3	1.62988
NODE_500_length_2692_cov_2.00803_2469_2692_+	222	64.3512	1	1.6788	222	67.3278	1	3.62145	222	68.9798	1	6.04881	222	69.2419	0	0	222	68.0627	2	5.15351	222	64.0958	1	2.90272	222	61.366	2	12.5109	222	63.7831	0	0	222	64.7075	0	0
NODE_500_length_2692_cov_2.00803_893_1379_-	480	268.059	2	0.806039	480	206.61	1	1.18012	480	215.518	3	5.80805	480	238.718	1	0.825082	480	221.209	1	0.792828	480	272.966	0	0	480	267.911	0	0	480	278.469	0	0	480	232.938	1	2.03913
NODE_501_length_2673_cov_1.57935_1290_2300_+	1008	1237.08	3	0.261987	1008	1227.56	8	1.589	1008	1222.73	5	1.7062	1008	810.575	0	0	1008	1345.91	4	0.521227	1008	1326.7	1	0.140236	1008	790.408	0	0	1008	1355.23	2	0.53919	1008	1367.4	1	0.347367
